,Title,Hoax
3418, Seluruh Hewan Percobaan Vaksin Covid-19 Terbukti Mati Karena Suntik Vaksin,1
7078, Pembuatan KTP Orang Gila Demi Ambisi Kekuasaan,1
2759," Lowongan Kerja PT. Astra International, Tbk",1
2314, Poster Film Berjudul “The Omicron Variant” yang Dirilis pada Tahun 1963,1
8148,[] Presiden JOkowi Membeli Kendaraan Dinas Mercedes Pullman Guard C600 dengan Harga Rp 12 M,1
8844,[] Akun Twitter Antasari Azhar,1
5838, Petugas Kebersihan SMAN 10 Yogyakarta Positif Virus Corona,1
3393, Pancasila dan Bahasa Indonesia Dihapus dari Kurikulum Pendidikan Tinggi,1
6754," Di Kazan, Rusia, pemain Sepak Bola dan supporternya Sholat Isya secara berjamaah",1
6473, “usus ibunya dimakan oleh Bayi ini”,1
616," Mantan Wakil Presiden Filipina Berpakaian Transparan Saat Kunjungan ke Arab Saudi, Negara Mayoritas Muslim",1
1118, Foto Warga Papua Demo Tolak PDIP di Papua,1
937, Video Penganiayaan Buruh Pribumi di Sulawesi,1
2572," Video “ALLAHUAKBAR! MA, DPR, RAJA ARAB HINGGA MAHKAMAH INTERNASIONAL TURUN TANGAN BEBASKAN HABIB RIZIEQ!”",1
622," JOKOWI YG KALIAN BENCI, MEMBALAS DGN MEMBANGUN SUMBAR DGN SEPENUH HATI.",1
6884," “BTW Listrik naik 20% diem2 tu, cebong banyak yang ngeluh gk ya??”",1
6555," “BIARIN SAYA GAK JADI KEPALA, TETAPI NANTI SAYA AKAN MASUK KEDALAM KEPALA DAN MENJADI ISI KEPALA NYA KEPALA.”",1
3265, Bank Indonesia Mengeluarkan Uang Pecahan 1.0,1
4128, Vaksin Covid-19 Buatan Pfizer Berbentuk Vape,1
8299,”Perbedaan Es Batu dari Air Matang atau Mentah”,1
3065, Vaksinasi Massal Gratis 22 Juni 2021 di Kota Bogor untuk Umum 18 Tahun Ke Atas,1
4058, “Hendra kurniawan Anak kandung jie ping (presiden china)”,1
7178, Video Surat Suara Sudah Tercoblos 01 Di Medan,1
8251, “Solusi Daging Mahal Ala Mentan Makan Keong”,1
2201, Vaksin mRNA pada Pfizer dan Moderna Berbahaya Bagi Anak-Anak,1
1160, Panitia Rekrutmen Waskita Karya Jemput Calon Karyawan Langsung dari Rumah,1
2683, Ade Armando Sebut Masuknya 14 Juta Tentara Tiongkok atas Restu Jokowi,1
8828, WNA Pendiri Organisasi Masyarakat FBI,1
5321, Palestina Dihapus oleh Google Dari Peta Dunia,1
8695,"[] Tangkapan Layar dari Video Metro TV Yang Berjudul ‘300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals’",1
478," Innalillahi Indra Bekti Meninggal Dunia, Istri dan Anak Indra Menangis Pecah",1
1352," Foto Pemancing Dekat dengan Kumpulan Ikan Paus di Svalbard, Norwegia",1
4442, “Jenazah pasien yang ‘katanya’ kena kopit di Probolinggo setelah dibuka ternyata kedua bola matanya sudah tidak ada”,1
4689," Baru Latihan Yel Yel untuk Demo, Anak-Anak TK di Tangkap Polisi",1
7207, HANYA DI TV MNC GRUP ADZAN MAGHRIB DIGANTI IKLAN,1
2921, Habib Rizieq Lumpuh Total,1
8932,()Permen Jari Rasa Narkoba,1
3910, “Eric tohir sang missionaris chip covid-19”,1
1033, Peserta BPJS Wajib Skrining,1
4556, Akun Facebook Pribadi Kapolda Papua Barat Tornagogo Sihombing,1
4115, Akun Facebook Bupati Ciamis Herdiat Sunarya Meminta Sejumlah Dana,1
2598, Aplikasi PeduliLindungi Dibuat dan Semua Data direkam oleh Singapura,1
6161, “Dr Tompi jg pesen 20.000 box bu”,1
4304, Video Begal Payudara di Amuk Massa,1
3806, Bantuan Pulsa 200 Ribu dan Kuota 75 Gb dari Kominfo,1
3053, SMS Bantuan Dana dari BPJS,1
4598, Foto Anies Berendam di Sungai Penuh Sampah,1
3410," Gambar artikel berjudul “Beredar Narasi Megawati Jual TMII ke Tiongkok, Menkominfo Pastikan Itu”",1
2664, Video “Alien Macam Apa Ini”,1
1425, Berita CNN tentang Dokter Terawan yang Menemukan Pengganti Insulin,1
2742, Video Kota Prabumulih tanpa Korona,1
1871, Manusia Lumba-Lumba Hasil Persilangan Lumba-Lumba Dan Wanita Asal Jepang,1
480, “GADING MARTEN RESMI MUALLAF DIPANDU ABDUL SOMAD DEPAN ROY MARTEN”,1
8743,() Foto Ronaldo Turun Dari Pesawat Saat Tiba Di Aleppo,1
5504, “CIA Bongkar jati diri Presiden Indonesia Jokowi melalui Passport”,1
527, Kereta Cepat Jakarta – Bandung Alami Kecelakaan,1
8137, “MANTAN PRESIDEN RI KE 3 DI NOBATKAN SEBAGAI PEMILIK IQ TERTINGGI SEPANJANG SEJARAH MANUSIA NAMUN DI SIA SIAKAN OLEH BANGSA INDONESIA”,1
4215, Ketua Tim Peneliti Pfizer Vaksin Covid-19 Dapat Menyebabkan Kemandulan bagi Perempuan,1
3395, “SEMPAT MELAWAN SAAT AKAN DITANGKAP PENGHINA NABI DITEMBAK MATI”,1
220, “HOTMAN PARIS LAPORKAN NIKITA MIRZANI DAN FARHAT ABBAS KE POLISI”,1
8360,"()  Pernyataan Kapolda Riau  Negara Boleh Tak Ada Tentara, Tapi Polisi Harus Ada",1
3653, Masa Lockdown di Kanada Berakhir Sejak 1 Maret 2021,1
6826, Krupuk Babi Ber Label Halal,1
4920, Melihat Papua dan Aceh Sejahtera Timor Leste Ingin Gabung Dengan Indonesia,1
5990," “ISTANA  TIDAK ADA LOCK DOWN DAERAH,  KEPALA DAERAH YANG MEMBUAT ATURAN SENDIRI, AKAN DI KENAKAN SANKSI”",1
8394, Brosur Anjuran Membayar Pajak oleh Ditjen Pajak Menggunakan Kutipan Ayat-ayat Injil dan Kartun Yesus,1
7824," “Indonesia ku sayang, Indonesia ku malang”",1
5049, “Penampakan baju putih tangan ke belakang setelah tragedi kebakaran”,1
8451,[] Foto John Kei yang Sudah Disunting,1
7331, Ijazah SMA Presiden Joko Widodo Palsu.,1
8640,[] Prof. Taruna Ikrar  “Ahok alami masalah pada otak”,1
2391, Valentino Rossi Menanggapi Unboxing Ilegal Motor Tim Ducati,1
6463, Video “Cari sensasi biar makin terkenal” oleh @Opposite6890,1
5310, Foto Massa Sudah Tumpah Ruah Mengepung Gedung DPR Terkait RUU HIP,1
1983, Judul Artikel Tempo “Lima Jabatan yang Diemban Luhut Sekaligus Seperti Negara Milik Moyangnya Sendiri Saja”,1
6827," “JOKOWI FAKE AND AUTHORITARY PRESIDENT OF RRC COMMUNISTS,INDONESIA BRANCH”",1
1554, ANIES RESMI DICOPOT !,1
8276,[] “Penganiayaan Ustadzah di Bekasi”,1
3182, Gambar “sampul majalah Hidayah Azab Seorang Penghoetang”,1
4169, “akun ormas Muhammadiyah diblokir FB”,1
4610," “Corona Mereda, Luhut Mau Tentara Cina Segera Masuk Lagi ke Indonesia”",1
2755, Foto Penggundulan Hutan di Kalimantan Barat,1
1677, ERIK TOH!R DICOPOT,1
3396, Video “salah satu pejabat pemerintah Denmark meregang nyawa saat mengumumkan pelarangan vax astrazeneca”,1
4775, PT Telkom Indonesia Berikan 100GB Data Internet Untuk Pengguna,1
901, Akun WhatsApp Pj Bupati Boalemo Hendriawan “085731465165”,1
6205, Foto “Gambar ‘pemandangan’ anak zaman sekarang”,1
2296, Video Lahar Panas Gunung Semeru,1
5763, Indonesia Akan Adakan Program 1 Suami 2 Istri,1
296, Masker Menyebabkan Kanker hingga Hipoksemia,1
7807," Pipa Gas Bawah Laut di Perairan Bojonegara, Banten Milik PGN",1
57, Pinjaman Online Kospin Jasa Melalui Pesan Whatsapp,1
8222,"[] “Anies  Siapa Yang Bisa Ngatasin Banjir, Nabi Nuh Saja Nyerah..!!”",1
3169, “SEMUA RAHASIA STRATEGIS DATA INTELIGEN NEGARA SUDAH ADA DI CHINA.”,1
7144, Saling Menyerang Menggunakan “Klaim Mirip”,1
5502, Hidayat Nur Wahid Akui PKS Tak Menganut Asas Pancasila,1
2676," Video “Berita Terkini ~ Tangis AHY Pecah Di HUT Demokrat, Malam Ini Moeldoko Diresmikan Jadi Ketum Partai !”",1
7868, Postingan Pesan Gus Dur Dalam Mendidik Anak,1
6720, “seperti ketika menghadapi pendemo 21-22 di Jakarta”,1
2728, Foto Gadis Remaja Tewas Dibuang Pacarnya ke Sungai,1
6872, Imigrasi Bali Menolak dan Mendenda Mantan Miss Universe Asal Australia,1
295, Jhon LBF Membagikan Uang 100 Juta,1
2580, Video Jokowi Berjoget dan Kerumunan Tidak Patuh Prokes,1
5283, Twit Felix Siauw “membela kelepon nggak ada dalilnya”,1
4686, Ponsel Bisa Disadap Polisi Lewat Nomor IMEI,1
648, Foto Ariel Noah Ijab Qobul,1
1370," Video “Innalillahi ~ Eko kuntadi tak tertolong, Tangis keluarga tak terbendung”",1
8977,() Pesan Ustad Syafiq Riza Basalamah,1
5758," “Warga Dibolehkan Mudik Oleh Kemenhub, Aturannya Keluar Kemarin Sore”",1
5856, Hindu di india Melemparkan Patung Buatan Mereka Ke Laut Karena Tidak Bisa Menolong Mereka Dari Corona,1
5733, Video Radiasi Ponsel Membakar Serat Wol Baja,1
5045, Gedung KPK Terbakar,1
2919," Ketentuan Baru, Mau Buat KTP Harus Punya Sertifikat Vaksin",1
681, Patung Berumur 5.000 tahun di Laut,1
434, Video Salju Turun di Masjidil Haram,1
4619, Pelaksanaan Wisuda UIN Imam Bonjol Padang Angkatan 83 dan 84 Tahun 2020,1
6162," Kartu Pra Kerja Sudah Jadi, Menganggur Digaji",1
1489, Pesan WhatsApp “Makanan Kaleng Produksi Thailand Terkontaminasi Darah Penderita AIDS” dan “Daftar Minuman Penyebab Kanker”,1
812, Akun WhatsApp Ketua DPC Demokrat Kabupaten Serang Yayang A Nugraha “085767299704”,1
1882, Portal Berita Daily Mirror Menyebarluaskan Informasi Bahwa Penggunaan Mainan Seks Meningkatkan Resiko Serangan Jantung Bagi Wanita,1
9012,"[]  Running text di Manggarai gunakan aksara China, bukti Indonesia dikuasai mereka",1
8811, Paus Yohanes II Masuk Islam,1
3045, Bantuan Pulsa Rp200 ribu dan Kuota 125GB dari Pemerintah,1
1940, Ular Mampu Memprediksi Gempa,1
8377,[] Permen Mengandung Narkoba di Panton Labu Aceh,1
3487, Video “Lebih dari 300 kapal menunggu di Kanal Suez untuk transit”,1
1612, Vaksin COVID-19 Mengandung Luciferase Dan Menjadi Alat Pelacak,1
1181, Air Rebusan Daun Putri Malu Menyembuhkan Vertigo hingga Stroke,1
1375, Akun Twitter Investasi Terra Luna,1
7054,[CekFakta] “Luhut Diusir Mahasiswa dan Diteriaki Prabowo”,1
3428, Akun Twittter Doku.id “@CsDOKUid” dan “@DOKUCare”,1
626, Foto “Tak Berkutik !! Trisha Eungelica Anak Ferdy Sambo Ditangkap Usai Terbukti Lakukan Hal Ini dengan PC”,1
9036,() Jepang ancam menarik investasi untuk tahun 2016?,1
1669, Akun Telegram Ternak Uang,1
2112, Jadwal SIM Keliling Kota Blitar Januari 2022 oleh Polres Blitar,1
4606, Konsumsi Banyak Tahu Kedelai Bisa Sebabkan Parkinson,1
7067, SMS Hadiah Lazada Birthday,1
5386, Video Detik-Detik Lahirnya 17 Anak Kembar,1
84, Tentara Bayaran Australia Ditangkap TNI,1
6289, “Jokowi Virus corona minum bodrex 5 menit langsung sembuh”,1
3768, Foto SBY Beri Restu Anies Baswedan Menuju RI 1,1
2283, Video “Ormas Berideologi Komunis Boleh Berkembang di Indonesia”,1
5155," Video “Rekaman kamera infrared hantaman rudal tepat sebelum ledakan dahsyat di Beirut, Libanon”",1
3298, Gambar Artikel CNN Indonesia “Seorang Anggota Polisi Jual Senjata Serbu AK-47 dan Pistol FN Made in Cina Beserta Amunisi ke Teroris KKB Papua”,1
418, “KOTA SENTANI PAPUA MENJADI LAUTAN API USAI DIBAKAR OLEH PERUSUH”,1
4299, Pesan Panggilan Seleksi Karyawan PT Waskita Karya (Persero) Tbk,1
6231, Struk Tol Bisa Digunakan Untuk Klaim Asuransi dan Fasilitas Derek Gratis,1
2709, Link Cek Bantuan per 10 September 2021 sebesar Rp600.000 bagi Pengguna E-KTP,1
2357," Gambar Dua Terdakwa Korupsi, Aa Umbara Sutisna dan Andri Wibawa Divonis Bebas",1
6213, “Kejadian di Hotel Gutian Street Wuhan”,1
1366, Saipul Jamil Meninggal Dunia,1
293," Pemanasan Global Adalah Hoax, Data Menunjukkan Suhu Bumi Semakin Mendingin 0,11°C per Dekade",1
7779, “Korban Radiasi HP”,1
8612,() Selebaran Waspada Penculik Beredar di Medsos,1
1506, Putri duyung nyata ditemukan di Afrika,1
8221," “Katanya ideologinya Pancasila, memangnya zina dan LGBT sesuai dengan Pancasila?”",1
6620," Dapat Suara Terbanyak Menjadi Ketua DPR, Puan Berjanji Akan Mensejahterakan Partai",1
1634, Presiden Ukraina Menggunakan Kaos Dengan Logo Nazi Pada Kongres AS,1
3317, Denjaka Dilibatkan Tumpas KKB Teroris Papua,1
7283, “mengintimidasi ASN bawahannya”,1
7256," Tangkapan Layar Artikel “Web KPU Diretas, Temuan Mengejutan!! Jokowi Angkat Isu PKI”",1
3400, Foto Anak Piatu Iraq Melukis Sosok Ibunya di Lantai dan Tidur di Posisi Dada Ibunya,1
1563, Video Benda Asing Menabrak Bulan,1
7581, Wali Kota Palu Meninggal Karena Tsunami,1
4121," “Belajar Tatap Muka RESMI Januari 2021, Anak Wajib Swab Test Sebelum Sekolah”",1
1979," Joni Mitchell, Paul McCartney, Willie Nelson, Bruce Springsteen, Barbra Streisand, Queen, The Rolling Stones, Dave Grohl dan Pearl Jam Menarik Lagu-Lagunya dari Spotify",1
1883, KFC Menulis Cuitan Dengan Gambar Ayam Goreng dan Tagar #BlackHistoryMonth,1
438, Latto-latto Artinya Adalah Aku Yahudi,1
5674, Rapid Test Di Bandara Soekarno-Hatta Bayar Rp550 Ribu,1
6242, Video “puluhan pasien virus corona kejang-kejang”,1
6449, Minuman Probiotik Dapat Membantu Sembuhkan Kanker,1
7713, Ponpes Bata-Bata Pamekasan Dukung Khilafah Gantikan Pancasila,1
2280, Penemuan Bahtera Nuh di Gunung Ararat,1
8983,"[] Taharrush, Budaya Pemerkosaan Massal Kuno Ala Bangsa Arab Menyebar ke Eropa",1
3309, “Gubernur Sumut instruksikan seluruh masjid buka pintu selapang-lapangNya untuk orang ibadah”,1
8265,[] “Viral Video Sekawanan Monyet di Arab Saudi Pertanda Ada Bencana Alam Besar”,1
373, Hakim Temukan Puluhan Tengkorak di Rumah Ferdy Sambo,1
4292, Kandungan Alumunium pada Vaksin Berbahaya bagi Otak,1
2585, WWF Merupakan Wadah Kejahatan Mafia Dunia,1
1332, Nomor WhatsApp BRI +1(210)6002003 Menyebarkan Surat Edaran Kenaikan Biaya Transaksi,1
5489, Minggu 21 Juni 2020 Baim Wong Rilis Hadiah Buat 500 Orang Pemenang,1
8871,(DISINFORMASI+FITNAH) Santunan Duta Besar China Kepada PBNU,1
3367, Garuda Indonesia Bagikan Hadiah Gratis dengan Mengisi Link Survei,1
1784, Foto Tangkapan Layar Akun Twitter @BPJSKesehatanRI Yang Mengatakan Ukraina Wajib Gabung BPJS Kesehatan Apabila Ingin Dibantu Indonesia,1
7254, Pembuatan SIM Tanpa Tes pada 29 Februari 2019,1
3535, “Hacker Masuk WhatsApp”,1
3272," Video “VIRAL TERKINI TITO BERSAMA PULUHAN POLISI TURUN TANGAN, MUNARMAN TERBEBAS VIRAL HARI INI”",1
6050, “Data Tol yang Ditutup Arah DKI Jakarta”,1
2861, Akun Instagram PT Wijaya Karya Industri & Konstruksi Membuka Lowongan Kerja,1
5032, Foto “ini adalah eksodus besar besaran rakyat Suriah ketika perang saudara berkecamuk dinegara itu”,1
8210,[] “Ada yang tau kenapa di lengan kanan bagian atas seragam tentara Turki bernomer 571?”,1
5753, Terjadi Penyekapan di Apotek Pancasan Kota Bogor,1
7652," Tangkapan layar berita di Detik, Republika dan Kompas hasil suntingan",1
4264, Bumbu Masak dan Makanan yang Mengandung Babi dari MUI Pusat,1
4250, Video “5 detik 6 orang FP* yang menyerang polisi tumbang”,1
4949, SMS PT Len Memberikan Hadiah Rp100 Juta,1
5314, Foto “WARUNG MAKAN BABI GULING”,1
5303, Video “Pembacaan AYAT SUCI AL-QUR’AN OLEH PRESIDEN ERDOGAN DI MASJID HAGIA SHOPIA”,1
5409, Viral Foto Pengemudi Ojek Online Tanpa Kepala,1
1541, Hypnic Jerk Terjadi Karena Darah Dan Jantung Berhenti Dan Menyebabkan Kematian,1
2865, Akun WhatsApp Kadis Kominfosanti Tawarkan Lelang Kendaraan,1
322, Kaesang dan Erina Putuskan Berpisah,1
2031, Gambar Bangkai Kapal Pharaoh dari Kisah Pengejaran Nabi Musa,1
993, Perubahan Tarif Transfer Bank BRI Jadi Rp150.000,1
5316, Foto “Ini penampakan beberapa ORANG CHINA berseragam BRIMOB/POLISI”,1
7745, Pemelintiran Konteks Pidato Prabowo Tentang “Rampok Tetanggamu Yang Sedang Kesusahan”,1
6223, Video “Kondisi WUHAN Terkini …Langsung Di TEMBAK Mati Yang Terkena CORONA NERAKA CHINA”,1
7211, Rakyat Cina Sudah Mendatangi KPU Surabaya untuk Daftar Sebagai DPT Pemilu,1
3284, Video Kemacetan Jalan Tikus yang Dipenuhi Pemudik,1
6487," Gara-gara Tamu Asing Sering ke Kantor Anies daripada ke Istana Presiden, Ibukota pun Dipindah",1
2184, Peringatan Gempa Bumi Berkekuatan 8-9 SR pada 1 hingga 3 Januari 2022 karena Persilangan Posisi Planet,1
110," Belum Sampai Dua Bulan Menikah, Kaesang dan Erina Tempuh Meja Hijau",1
4139," Tak dapat Bansos, Keluarga Ilma Kerap Makan Tepung Goreng",1
5551, 30 Pembantu Baru Positif Corona di Penjaringan,1
1079, Video Eksekusi Penyebar Khilafah di Arab Saudi,1
2226, Poster Waspada Penculikan Anak Berumur 1-12 Tahun Mengatasnamakan Polresta Sidoarjo,1
3413, Video Seorang Kakek Ditahan Karena Tidak Memakai Masker Setelah Vaksinasi,1
8315,[] “Ternyata Indonesia Dibodohkan Dengan Air Mineral”,1
2705, Video “Orang Dimangsa Buaya Di Kawasan Jembatan Musi Dua Palembang 4 September 2021”,1
9025,() Biskuit “Crispy Crackers” diklaim mengandung lilin karena mudah terbakar,1
4104, GEJALA DEMENSIA TIDAK BISA MELIHAT LINGKARAN PADA GAMBAR,1
1164, Akun Facebook Bupati Nias Barat “Khenoki Waruwu”,1
2960, “Tidak ada mesjid yang akan ditutup di Turki dari ancaman virus corona”,1
1450, Link Kuesioner PLN Berhadiah 2.000.000,1
7642, Seorang Anggota Banser Stress dan Meninggal Karena Tidak Tahan Sering Diejek Jaga Gereja dan Bubarkan Pengajian,1
8787, Belanja Di Indomaret / Alfamart Dipotong 100 Rupiah Untuk Donasi Kampanye Ahok,1
8183,[INFO] “Hingga Hari Ini Masih Banyak yang Menghubungi Rumah Lansia Atmabrata”,1
8039, AIR MINERAL BISA MELEDAK SAAT KEPANASAN DI MOBIL,1
5680, “Pemerintah Takkan Umumkan Lagi Kasus Positif Covid-19”,1
3950, Emirates Airlines Sanksi Pilot “Moneem Saheb Tabaa” yang Tolak Terbangkan Pesawat ke Israel,1
8423,[] Petisi Rahasia yang Menuntut Referendum Kemerdekaan Baru untuk Papua Barat Telah Dipresentasikan ke Perserikatan Bangsa-Bangsa,1
3799, “Warga Prancis berbondong bondong masuk Islam”,1
5246, Foto Siswi Bunuh Diri karena Tak Bisa Mengikuti Kelas Online,1
3332, Video Penampakan Putri Duyung di Laut,1
7146, Masukan Persatuan Tunanetra Indonesia Terkait Braile Surat Suara di Jakarta 80% Salah Semua,1
8209,[] “Penolakan ustadz Abdul Somad di Hong Kong merupakan pesanan LBP”,1
6954," Ribuan Warga Tasik jalan kaki menuju Jakarta untuk Aksi Kedaulatan Rakyat, 21-22 Mei di KPU RI",1
1514, Moderna Memproduksi Virus dan Vaksin Covid-19 Sebelum Pandemi Terjadi,1
2313, Video Sosok Makhluk Durhaka Ke Orang Tua Berbadan Hewan Berkepala Manusia,1
8331,[] “BREAKING NEWS! NAMA ANIES MASUK DAFTAR TAMU ALEXIS”,1
1451, Volodymyr Zelenskyy Pecandu Kokain,1
2020, Video Satelit India Bertabrakan dengan Stasiun Luar Angkasa Internasional,1
9035,() Cover depan majalah Tempo yang diubah!,1
4710, Video “AKHIRNYA…Trisakti bergerak!”,1
4622," “mana mau media memberita kan polisi yang terluka, mereka beritakan kalo ada perusuh yg terluka”",1
4603, Video “Mike Tyson salat di kafe yang pemiliknya melarang orang muslim masuk ke kafenya”,1
838, Video “SOMBONG BANGET ! Kapolda Metro Fadil rampas KTA Paspampres”,1
9033,[] Pegawai Honorer K2 Meninggal Dunia Saat Demo di Istana,1
2374, Undangan Psikotes PT. Astra,1
9063, Isu Perbedaan Surat Al Hujurat 8 pada Al Qur’an Sumbangan Kerajaan Arab,1
3038, WHO Larang Wanita Untuk Konsumsi Alkohol,1
7293, “Sby akhirnya mendukung kerja pemerintah jokowi”,1
3481, “BOM BUNUH DIRI DI MEDAN ‘MELEDAK’. PELAKUNYA ORANG”,1
8690, Seorang Syiah Berusaha Membakar Ka’bah,1
7557,(DISINFORMASI + )  PENYERANG MASJID QUWWATUL DARI PARTAI PDIP,1
450, FIFA AKAN PAJANG KAKI PELE DI MUSEUM,1
5159, Foto Ribuan Mobil Impor Hangus di Pelabuhan Beirut,1
1714," Gambar Tangkapan Layar Artikel SINDONEWS.com “Menag Yaqut Saya Pastikan Pembangunan KIBLAT Yang Baru Untuk Umat Islam Nusantara, Akan Segera Di Bangun Dan Kami Sudah Bekerjasama dgn pemerintahan China, Dan Lokasi Pembangunan nya Bertempat Di China”",1
3480, Foto “Pantesan Komnasham selalu bersebrangan dgn pemerintah…!!!”,1
6511, Foto Jokowi Pakai Kaos Bertuliskan ‘Aica Aibon’,1
339," Korban Dijadikan Tersangka!! Mantan Suami Berhasil Memenjarakan Norma Risma, Semua Artis Murka!!",1
6987, Daging Babi Halal ‘Halal Pork’ di Singapura,1
8829,() Gambar Salib Pada Barang Bantuan Bencana,1
8196,[ + ] POLITIK LUAR NEGERI JOKOWI DI ASEAN HANYA UNTUK MENCARI INVESTASI DAN UTANG,1
7542, Informasi Akan Terjadi Gempa Bumi di Situbondo Dengan Mencatut Nama Kiai,1
2670, Akun Facebook Plt Kepala BKN Bima Haria Wibisana,1
1419, 212 Mart Adalah Sponsor Resmi ajang Formula E,1
34, Video UFO Ditembak Jatuh Oleh Pesawat Tempur,1
7474, Kelompok Mahasiswa Cipayung Plus Terima Uang dari BIN untuk Tidak Mengkritisi dan Dukung Jokowi – Ma’ruf Amin,1
6888, “Geger Binatang di Kebun Binatang Indonesia Kurus”,1
3299, Akun Instagram Lowongan Kerja PT Pos Indonesia (Persero),1
4078, “WHO menyatakan bahwa vaksin Sinovac adalah vaksin yang paling lemah”,1
1410, Pesan WhatsApp Bupati Situbondo Karna Siswandi Dengan Nomor “082143626610” Menawarkan Bantuan,1
6438, Nata De Coco Terbuat Dari Plastik dan Berbahaya Untuk Anak-Anak,1
2170, NASA Mempekerjakan 24 Teolog untuk Memeriksa Reaksi Masyarakat terhadap Penemuan Alien,1
4229, “Ke 4 pengikut RIzieq Shihab yang kabur tadi malam kini telah ditemukan tergeletak di tengah jalan”,1
889," Video Ledakan Besar dari Beijing Saat Kudeta Terhadap Xi Jinping, Presiden China",1
8559, Foto Pemandangan Kota Damaskus Suriah,1
4284, Video Gunung Semeru Meletus,1
8219,[] “Tilapia Mutant Fish” | “Nila Ikan Mutan”,1
2244, Judul Berita “Ilmuwan Pfizer Memperingatkan Vaksinasi Mingguan untuk virus Omicron Mungkin Diperlukan untuk Mencegah Lockdown”,1
4412, “Ombak Menyentuh Awan”,1
8622,() Ibu Iriana Dapat Kalung dari Raja Salman dan Diserahkan ke KPK,1
7348, “Sakit nya tuh disini”,1
8617, Comedian Ernest Prakasa Sebut Zakir Naik Sebagai Pendana ISIS,1
5829," Karena Pandemi COVID-19, yang Seharusnya Dibebaskan Narapidana Pencuri Ayam, Bukan malah Terpidana Koruptor",1
432, Video Hasil Tes DNA Tiko dan Bu Eny,1
1654, Video “Kecelakaan pesawat Mu5735” dengan Narasi Keliru,1
178, PT Pos Indonesia Bagikan Subsidi Pemerintah Senilai Rp 2 Juta,1
4165," “Rombongan Koruptor, Tak Satupun Yang Diborgol!?”",1
7434, Ancaman Pembunuhan Pada Anggota KPU Jika Tak Menangkan Jokowi Di Pilpres 2019,1
7567, Poster Anis Matta Dukung Jokowi Dalam Pilpres 2019,1
3131, Razia Masker di Seluruh Indonesia mengerahkan Lintas Sektor,1
1886," Jangan Panik, Seseorang yang Terinfeksi Covid-19 Varian Omicron Dapat Sembuh Setelah Mengonsumsi Paracetamol 500 mg, Vitamin C 1000 mg, dan Vitamin D3 1000 IU",1
8389,()  Gunung Ili Lewotolok di Lembata Nusa Tenggara Timur Meletus,1
1786," Foto Tangkapan Layar Berita Fimela “6 Foto Chaeyoung TWICE ketika Pamer Tato, Begini Tanggapan Lesti Billar”",1
5173, Himbauan Dokter Bernard Mahfoudz,1
7436, Poster ‘Nikah Bareng’ di Pamekasan,1
5224, Ang Tjoen Min Berada Di Balik Organisasi Teror Densus 88,1
2181," “Mata Uang Baru Yang Dikeluarkan BI, Koin Seratus Ribu Rupiah”",1
5566, “Ide alqur’an nusantara sdh mulai direalisasikan”,1
6286, “Mayat orang Cina bergelimpangan di jalan kota Wuhan”,1
2069, Bill Gates akan Menarik Semua Peredaran Vaksin Covid-19,1
7879," BEGAL BERAKSI DI WILAYAH CILEWEUNG, KORBAN WANITA ALAMI LUKA BACOK",1
5012, Biaya Tilang Terbaru di Indonesia,1
6703, Bawa Lansia Tak Terurus Ke Rumah Lansia Atmabrata,1
880, Informasi Pendaftaran Medical Check Up di RSUD Abdoel Wahab Sjahranie Samarinda,1
4081, Foto Donald Trump Menggendut,1
3790," Foto “Istri Tusuk Suami Usai Lihat Fotonya Dengan Wanita Lain ,Ternyata Perempuan Itu Dirinya Sendiri Pas masih Kurus”",1
8215, “Felix Siauw  Umat Muslim Yang mengucapkan Kata selamat natal Wajib Dipenjarakan Karena Menistakan Agama Islam”,1
6844, Hati-Hati Daging Manusia Impor dari China,1
7871, “Mereka Tak Pernah Bosan-bosan Untuk Terus Membuat Berita Dusta Seperti Ini”,1
3948, Surat Elektronik Rekrutmen Karyawan PT Paragon Pratama Teknologi,1
5953," Video “Italian millionaire terjun Dari bagunan, karena keluarga nya semua kena virus corona”",1
3018, Hadiah Dana Giro dari BRI Sebesar Rp37 Juta,1
3003, Link untuk pengecekan penerima bantuan PPKM Rp300.000,1
1706, Video UFO di Chernobyl bulan Januari 2022,1
1158, Video “NGERI !! Ribuan Korban Terowongan Mina Berserakan Hari Ini”,1
2306, Akun TikTok Agnes Mo Bagi-bagi Hadiah Akhir Tahun Senilai Rp50 Juta,1
8663, Gatot Nurmantyo Akan Menghabisi Oknum PKI Walaupun Joko Widodo Melarang Dan Berisiko Dipecat Sebagai Panglima TNI,1
7867, Sebuah Akun Facebook Minta Donasi Untuk Anak Penderita Kanker Tulang,1
5470," Video “FKPPI dari Bandung sudah berkumpul di Monas, siap siaga apabila RUU HIP di-syahkan oleh DPR”",1
7024," Terjadi Penyeludupan dan Penyimpanan Surat Suara Beserta Berkas di Kecataman Bengkong, Batam",1
6410, Parutan Kelapa Bisa Sebabkan Kremian,1
8785, Bahaya Tanaman Penyebab Leukimia,1
7553, “akibat melecehkan al.quran wanita ini jadi begini”,1
3467, Sosok Perempuan yang Meninggal 7 Hari Terlihat tengah Duduk,1
